bandgap,eform,SLICES
4.0,-4.0,Tb Tb Tb Tb Tb Tb Tb Tb S S S S O O O O O O O O 0 8 ooo 0 9 ooo 0 16 o+o 0 11 o+o 0 12 o+o 0 13 o+o 1 9 ooo 1 8 +oo 1 10 +oo 1 14 +o+ 1 15 oo+ 1 17 oo+ 2 8 ooo 2 18 ooo 2 9 ooo 2 19 ooo 2 16 ooo 2 13 ooo 2 10 ooo 3 9 +oo 3 18 +oo 3 8 +oo 3 19 ooo 3 11 ooo 4 19 ooo 4 18 +oo 4 14 +-o 4 11 o-o 4 16 +oo 4 15 o-o 5 18 ooo 5 17 ooo 5 13 oo- 5 12 oo- 5 12 oo- 5 15 o-o 6 13 ooo 6 10 ooo 6 16 ooo 6 12 +oo 6 15 +oo 6 11 ooo 7 17 ooo 7 19 ooo 7 14 ooo 7 11 ooo 7 8 ooo 7 10 ooo
4.0,-4.0,Pr Pr Pr In Si Si Si Ni Ni Ni 0 7 oo- 0 7 -o- 0 8 o-o 0 8 --o 0 4 -oo 0 3 o-o 0 3 o-- 0 3 ooo 0 5 oo- 0 5 ooo 0 2 o-o 0 2 -oo 0 9 --o 0 9 ooo 0 1 -oo 1 6 o-o 1 6 ooo 1 7 -oo 1 7 o-o 1 7 --o 1 9 ooo 1 9 -oo 1 8 ooo 1 8 --o 1 4 ooo 1 4 o-o 1 5 --o 1 5 ooo 1 5 o-o 1 3 -oo 2 6 ooo 2 6 o+o 2 6 ooo 2 7 +oo 2 7 ooo 2 8 ooo 2 8 o+o 2 9 +oo 2 9 ooo 2 9 ++o 2 5 ooo 2 5 o+o 3 8 ooo 3 8 o+o 3 4 oo- 3 4 ooo 3 9 o-o 3 5 +oo 3 5 ooo 4 8 +oo 4 8 o-o 4 7 ooo 5 7 -oo 5 7 o-o 5 9 oo- 5 9 ooo 5 9 -oo 6 9 ooo 6 8 ooo 6 8 ooo
4.0,-4.0,Tb Tb Pm Sc O O O O O O 0 4 ooo 0 5 ooo 0 6 ooo 0 7 ooo 0 8 ooo 0 9 ooo 1 7 o-o 1 9 ooo 1 8 -oo 1 4 -o+ 1 5 o-+ 1 6 --+ 2 6 -oo 2 4 ooo 2 5 o-o 2 8 oo- 2 9 oo- 2 7 oo- 3 8 o+o 3 7 ooo 3 9 +oo 3 6 ooo 3 4 o+o 3 5 +oo
4.0,-4.0,Pr Pr Pr Sm O O O O O O 0 5 ooo 0 6 ooo 0 4 ooo 0 7 ooo 0 8 ooo 0 9 ooo 1 8 -oo 1 7 o-o 1 9 ooo 1 5 o-+ 1 6 --+ 1 4 -o+ 2 8 o+o 2 7 ooo 2 9 +oo 2 4 o+o 2 6 ooo 2 5 +oo 3 4 ooo 3 6 -oo 3 5 o-o 3 7 oo- 3 9 oo- 3 8 oo-
4.0,-4.0,Sc Sc Al Al O O O O O O 0 6 oo+ 0 8 +oo 0 9 o+o 0 9 ooo 0 5 ooo 0 4 ooo 0 4 +oo 0 7 oo+ 0 7 o+o 1 6 ooo 1 4 o-o 1 8 -oo 1 7 oo- 1 7 ooo 1 5 ooo 1 5 -oo 1 4 ooo 1 4 o-o 2 5 ooo 2 8 ooo 2 9 ooo 2 7 ooo 2 6 ooo 2 6 ooo 3 4 -oo 3 7 o-o 3 6 -o- 3 9 o-- 3 8 --o 3 5 oo-
4.0,-4.0,F F Er F K F F F F K F Dy F K F F F Sc F Mg 4 5 o+o 4 0 ooo 4 1 ooo 4 3 ooo 4 8 o+o 4 6 +oo 4 7 ooo 4 7 +oo 9 10 o-o 9 5 ooo 9 5 o-o 9 8 -oo 9 6 ooo 9 1 ooo 9 3 -oo 9 3 o-o 9 7 ooo 9 17 oo- 11 0 ooo 11 16 ooo 11 1 o+o 11 15 +oo 11 8 ooo 11 13 o+o 11 15 ooo 11 18 oo+ 11 7 o+o 11 14 oo+ 11 12 ooo 11 19 oo+ 13 17 o-o 13 1 ooo 13 5 ooo 13 3 -oo 13 6 -oo 13 6 ooo 13 8 -oo 13 7 oo- 13 12 ooo 13 12 oo- 13 14 oo- 13 19 o-o 15 18 ooo 15 19 --o 15 5 ooo 15 10 ooo 15 12 oo- 15 16 o-o 15 7 +oo 15 3 ++o 16 18 ooo 16 6 ooo 16 10 ooo 16 17 ooo 16 0 ooo 16 1 ooo 16 14 ooo 16 12 ooo 16 17 ooo 16 1 ooo 2 17 oo- 2 19 -oo 2 17 --o 2 5 o-- 2 8 -o- 2 19 o-o 2 19 -oo 2 7 -o- 2 10 -o- 2 1 --o 18 12 -oo 18 6 ooo 18 6 ooo 18 14 o-o 18 12 ooo 18 6 ooo 18 0 ooo 18 3 ooo 18 0 ooo 18 10 -oo
4.0,-4.0,Tb Tb Tm Tm O O O O O O 0 6 ooo 0 4 ooo 0 5 ooo 0 7 ooo 0 8 ooo 0 9 ooo 1 7 o-o 1 9 ooo 1 8 -oo 1 6 --+ 1 4 -o+ 1 5 o-+ 2 9 +oo 2 8 o+o 2 7 ooo 2 4 o+o 2 5 +oo 2 6 ooo 3 5 o-o 3 6 -oo 3 4 ooo 3 8 oo- 3 7 oo- 3 9 oo-
4.0,-4.0,Al O O O O Sc Al Al O O O Al Al Al O Al O O Al Al 5 8 ooo 5 9 ooo 5 1 -+o 5 3 oo- 5 13 o+o 5 2 -oo 5 10 -o- 5 11 ooo 11 16 ooo 11 1 oo- 11 4 ooo 11 3 oo- 11 10 ooo 11 8 oo- 11 9 ooo 11 13 ooo 14 12 +-o 14 8 o-o 14 10 oo+ 14 2 oo+ 14 19 ooo 14 13 ooo 15 4 ooo 15 1 ooo 15 13 +oo 15 12 ooo 15 18 ooo 15 18 ooo 16 13 -oo 16 9 ooo 16 3 ooo 16 4 ooo 16 17 ooo 16 1 o-o 0 19 ooo 0 3 o-o 0 9 o-o 0 8 ooo 0 13 ooo 0 10 o-o 0 12 ooo 0 1 o-o 6 13 -oo 6 13 ooo 6 12 ooo 6 2 -o- 6 7 -oo 6 17 oo-
4.0,-4.0,O O Pr O Sc O Sc O O Sc O O O O Sc O Sc O V O 2 7 o+o 2 1 ooo 2 15 o+o 2 8 ooo 2 0 oo+ 2 5 ooo 6 1 +oo 6 3 ooo 6 9 +oo 6 11 ooo 6 17 o+o 6 10 ooo 10 12 oo- 10 7 oo- 10 8 ooo 10 5 -oo 10 15 ooo 10 0 ooo 13 5 oo+ 13 12 oo+ 13 8 ooo 13 11 ooo 13 19 ooo 13 9 ooo 16 14 -oo 16 1 o-o 16 12 ooo 16 17 ooo 16 9 ooo 16 17 ooo 18 15 +oo 18 0 o-o 18 11 ooo 18 19 oo- 18 15 ooo 18 3 o-o 18 14 ooo 18 8 o-o 19 15 ooo 19 7 -o- 19 1 -oo 19 0 o-o 4 9 o-- 4 15 -oo 4 17 --o 4 1 o-o 4 12 -oo 4 13 oo-
4.0,-4.0,Tb Tb O O O Ti O Tb O O O 0 4 oo- 0 2 +oo 0 2 +o- 0 6 ooo 0 3 o-o 0 10 ooo 1 2 oo+ 1 3 -oo 1 4 ooo 1 6 ooo 1 9 -oo 1 9 o+o 5 10 ooo 5 4 ooo 5 2 ooo 5 6 ooo 5 3 ooo 7 8 ooo 7 4 ooo 7 6 +oo 7 10 ooo 7 2 ooo 7 9 o-o 7 3 +oo
4.0,-4.0,Pr Pr Pr S F F F F F F F F 0 10 +oo 0 10 ooo 0 4 oo+ 0 11 ooo 0 11 ooo 0 6 o+o 0 9 ooo 0 5 +oo 1 11 oo- 1 10 ooo 1 5 -oo 1 6 ooo 1 4 ooo 1 9 o-o 1 9 ooo 1 8 ooo 2 7 ooo 2 8 -oo 2 6 ooo 2 11 ooo 2 5 ooo 2 8 ooo 3 10 ooo 3 4 +oo 3 7 ooo 3 9 ooo
4.0,-4.0,O Hf Hf N O O Hf Hf O N N N Hf N N O Hf O Hf O 2 3 ooo 2 8 ooo 2 4 o-o 2 5 ooo 2 0 o-o 2 17 ooo 7 4 ooo 7 5 oo- 7 10 ooo 7 12 ooo 7 9 oo- 7 8 ooo 13 9 ooo 13 3 ++o 13 16 ooo 13 11 +oo 13 14 +oo 13 16 ooo 13 19 ooo 13 11 ooo 1 19 ooo 1 17 o+o 1 0 oo+ 1 3 oo+ 6 8 -oo 6 0 ooo 6 9 oo+ 6 14 -oo 6 3 ooo 10 12 ooo 10 11 ooo 10 17 -oo 10 18 ooo 11 9 ooo 11 8 ooo 11 14 +oo 15 0 o+o 15 19 ooo 15 12 ooo 15 5 ooo
